K,n_tongues,total_locked,entropy,efficiency,herfindahl,inv_herfindahl,gini_complement
0.5112781954887218,3,0.185,0.9607538582011104,5.86764705882353,0.4094229364499635,2.4424620874219443,0.7747747747747746
0.5137844611528822,3,0.185,0.9607538582011104,5.839024390243902,0.4094229364499635,2.4424620874219443,0.7747747747747746
0.5162907268170426,3,0.185,0.9607538582011104,5.810679611650486,0.4094229364499635,2.4424620874219443,0.7747747747747746
0.518796992481203,3,0.185,0.9607538582011104,5.782608695652174,0.4094229364499635,2.4424620874219443,0.7747747747747746
0.5213032581453634,3,0.1875,0.9587004237347494,5.7548076923076925,0.41040000000000004,2.4366471734892783,0.7733333333333332
0.5238095238095238,3,0.19,0.9748311613691685,5.727272727272727,0.40261426592797794,2.483766931842614,0.7850877192982455
0.5263157894736842,3,0.19,0.9748311613691685,5.7,0.40261426592797794,2.483766931842614,0.7850877192982455
0.5288220551378446,3,0.1925,0.9727984495169961,5.672985781990521,0.4036093776353517,2.477643125783535,0.7835497835497836
0.531328320802005,3,0.1925,0.9727984495169961,5.64622641509434,0.4036093776353517,2.477643125783535,0.7835497835497836
0.5338345864661654,3,0.1925,0.9727984495169961,5.619718309859155,0.4036093776353517,2.477643125783535,0.7835497835497836
0.5363408521303258,3,0.19499999999999998,0.9707958195793269,5.593457943925234,0.40458579881656814,2.471663619744058,0.7820512820512819
0.5388471177944862,3,0.19499999999999998,0.9707958195793269,5.567441860465116,0.40458579881656814,2.471663619744058,0.7820512820512819
0.5413533834586466,3,0.19499999999999998,0.9707958195793269,5.541666666666667,0.40458579881656814,2.471663619744058,0.7820512820512819
0.543859649122807,3,0.19749999999999998,0.9688227195520223,5.516129032258064,0.4055439833360039,2.4658237850651914,0.7805907172995779
0.5463659147869674,3,0.19749999999999998,0.9688227195520223,5.490825688073395,0.4055439833360039,2.4658237850651914,0.7805907172995779
0.5488721804511278,3,0.19749999999999998,0.9688227195520223,5.465753424657534,0.4055439833360039,2.4658237850651914,0.7805907172995779
0.5513784461152882,3,0.19999999999999998,0.9668786015963411,5.440909090909091,0.40648437500000006,2.46011916202191,0.7791666666666666
0.5538847117794486,3,0.20249999999999999,0.9813297425722198,5.41628959276018,0.3994055784179241,2.5037206639954204,0.7901234567901232
0.556390977443609,3,0.20249999999999999,0.9813297425722198,5.391891891891892,0.3994055784179241,2.5037206639954204,0.7901234567901232
0.5588972431077694,3,0.205,0.9794117533766875,5.367713004484305,0.4003569303985723,2.49777117384844,0.7886178861788615
0.5614035087719298,3,0.205,0.9794117533766875,5.34375,0.4003569303985723,2.49777117384844,0.7886178861788615
0.5639097744360902,3,0.205,0.9794117533766875,5.319999999999999,0.4003569303985723,2.49777117384844,0.7886178861788615
0.5664160401002506,3,0.2075,0.9775195722195256,5.29646017699115,0.401291914646538,2.491951528305299,0.7871485943775098
0.568922305764411,3,0.2075,0.9775195722195256,5.273127753303965,0.401291914646538,2.491951528305299,0.7871485943775098
0.5714285714285714,3,0.2075,0.9775195722195256,5.25,0.401291914646538,2.491951528305299,0.7871485943775098
0.5739348370927319,3,0.2075,0.9775195722195256,5.22707423580786,0.401291914646538,2.491951528305299,0.7871485943775098
0.5764411027568922,3,0.21,0.9756527933003011,5.2043478260869565,0.40221088435374147,2.4862579281183934,0.7857142857142856
0.5789473684210527,3,0.21,0.9756527933003011,5.181818181818182,0.40221088435374147,2.4862579281183934,0.7857142857142856
0.581453634085213,3,0.21,0.9756527933003011,5.1594827586206895,0.40221088435374147,2.4862579281183934,0.7857142857142856
0.5839598997493735,3,0.215,0.9868773198115373,5.1373390557939915,0.39663331530557056,2.5212203852053863,0.7945736434108526
0.5864661654135338,3,0.215,0.9868773198115373,5.115384615384616,0.39663331530557056,2.5212203852053863,0.7945736434108526
